name,total_points,was_home,GW,strength,enemy_strength_ovr,enemy_attack_ovr,enemy_defence_ovr,bps_last5_mean,clean_sheets_last5_mean,clearances_blocks_interceptions_last5_mean,creativity_last5_mean,defensive_contribution_last5_mean,expected_goal_involvements_last5_mean,expected_goals_conceded_last5_mean,goals_conceded_last5_mean,goals_scored_last5_mean,ict_index_last5_mean,influence_last5_mean,recoveries_last5_mean,tackles_last5_mean,threat_last5_mean,yellow_cards_last5_mean
Nikola Milenković,1,1,19,3,1100,1110,1090,12.0,0.4,9.0,1.04,9.8,0.03,1.06,1.2,0.0,2.5,19.68,3.4,0.8,4.2,0.6
Nikola Milenković,3,0,20,3,1185,1170,1200,9.6,0.2,8.4,1.34,9.6,0.06,1.13,1.6,0.0,2.9,23.32,3.4,1.2,4.2,0.4
Nikola Milenković,2,0,21,3,1075,1050,1100,10.0,0.2,7.8,1.2,9.4,0.05,1.23,1.6,0.0,2.7,23.12,3.2,1.6,2.6,0.2
Nikola Milenković,6,1,22,5,1300,1340,1260,6.2,0.0,6.8,1.16,8.4,0.04,1.35,1.8,0.0,2.52,20.8,3.0,1.6,3.0,0.2
Nikola Milenković,8,0,23,3,1175,1110,1240,9.4,0.2,7.6,0.98,9.2,0.03,1.47,1.6,0.0,2.64,22.12,2.2,1.6,3.0,0.0
Nikola Milenković,3,1,24,3,1165,1150,1180,13.0,0.4,7.4,0.7,9.0,0.03,1.54,1.2,0.0,2.32,20.6,2.6,1.6,1.6,0.0
Noah Okafor,2,0,4,3,1130,1140,1120,13.0,0.5,8.0,0.2,9.25,0.0,1.61,1.0,0.0,1.85,16.55,2.25,1.25,1.5,0.0
Noah Okafor,8,0,5,3,1085,1050,1120,14.0,0.75,6.75,3.27,9.5,0.05,1.25,0.25,0.0,2.27,13.4,3.25,1.0,5.75,0.25
Noah Okafor,2,1,6,3,1150,1100,1200,18.75,0.75,5.5,5.1,9.0,0.09,1.33,0.25,0.25,3.5,19.8,4.0,0.75,10.0,0.25
Noah Okafor,8,1,7,3,1165,1130,1200,15.5,0.5,3.5,8.85,7.75,0.18,0.91,0.5,0.25,4.0,17.5,3.75,1.0,13.75,0.25
Noah Okafor,4,1,9,3,1075,1050,1100,16.5,0.25,1.0,14.3,6.0,0.38,0.58,1.0,0.5,5.95,23.15,3.75,1.25,22.0,0.5
Noah Okafor,2,0,10,3,1160,1110,1210,15.2,0.2,0.8,11.62,5.2,0.34,0.53,0.8,0.4,5.24,18.92,3.4,1.0,21.8,0.4
Noah Okafor,2,0,11,3,1130,1110,1150,16.8,0.0,0.4,9.4,4.0,0.31,1.09,1.4,0.4,4.9,20.04,2.2,1.4,19.6,0.2
Noah Okafor,2,1,12,3,1145,1150,1140,13.6,0.0,0.6,10.9,4.0,0.29,1.35,1.8,0.2,4.1,13.88,2.0,1.4,16.2,0.2
Noah Okafor,2,1,15,4,1230,1170,1290,13.4,0.0,1.2,8.8,5.2,0.24,1.48,2.0,0.2,3.76,14.28,2.6,1.4,14.4,0.2
Noah Okafor,2,0,16,3,1175,1110,1240,8.4,0.0,1.2,4.56,4.8,0.1,1.63,2.0,0.0,2.02,6.32,2.4,1.2,9.4,0.0
Noah Okafor,3,1,17,3,1165,1150,1180,8.2,0.0,1.4,9.7,4.8,0.19,1.69,2.2,0.0,3.16,8.2,2.0,1.4,13.8,0.0
Noah Okafor,2,0,18,3,1145,1120,1170,8.0,0.2,1.6,11.68,4.2,0.19,1.17,1.6,0.0,3.16,7.48,1.8,0.8,12.6,0.0
Noah Okafor,2,1,20,3,1135,1100,1170,7.6,0.2,1.4,14.78,3.8,0.23,0.77,1.2,0.0,3.54,6.92,1.6,0.8,13.8,0.0
Noah Okafor,3,1,22,3,1090,1080,1100,6.2,0.2,1.0,14.06,2.2,0.25,0.87,1.0,0.0,3.6,5.28,0.8,0.4,16.8,0.0
Noah Sadiki,3,1,1,3,1075,1050,1100,7.0,0.25,1.25,17.42,2.25,0.29,0.78,0.75,0.0,4.3,6.6,0.75,0.25,19.0,0.0
Noah Sadiki,2,0,2,3,1095,1090,1100,6.25,0.5,2.25,11.72,4.0,0.13,0.76,0.5,0.0,2.65,6.5,1.25,0.5,8.25,0.0
Noah Sadiki,2,1,3,3,1135,1100,1170,7.25,0.25,2.25,11.32,4.5,0.14,0.93,1.0,0.0,2.8,7.3,1.25,1.0,9.25,0.0
Noah Sadiki,3,0,4,3,1205,1150,1260,8.5,0.25,2.0,10.8,4.75,0.11,1.08,1.0,0.0,2.52,8.0,1.25,1.5,6.25,0.0
Noah Sadiki,1,1,5,3,1145,1150,1140,10.5,0.5,2.5,12.17,6.0,0.08,1.04,0.75,0.0,2.35,9.15,1.75,1.75,2.0,0.0
Noah Sadiki,2,0,6,3,1130,1110,1150,9.8,0.4,2.4,12.2,5.8,0.06,0.95,0.8,0.0,2.36,9.16,1.8,1.6,2.0,0.2
Noah Sadiki,1,0,7,3,1205,1150,1260,11.8,0.4,1.8,12.66,5.2,0.07,1.18,0.8,0.0,2.32,7.96,2.2,1.2,2.4,0.4
Noah Sadiki,3,1,8,3,1070,1050,1090,11.2,0.4,2.2,11.94,6.4,0.06,1.34,0.8,0.0,2.18,8.08,2.8,1.4,1.6,0.6
Noah Sadiki,2,0,9,3,1190,1160,1220,11.8,0.6,2.8,6.52,7.2,0.03,1.25,0.6,0.0,1.68,7.68,3.4,1.0,2.6,0.6
Noah Sadiki,3,1,10,3,1100,1110,1090,13.0,0.4,3.2,7.44,8.0,0.02,1.15,0.8,0.0,1.84,9.12,3.6,1.2,1.8,0.6
Noah Sadiki,4,1,11,5,1300,1340,1260,14.4,0.4,3.2,8.76,9.4,0.07,1.2,0.8,0.0,2.06,9.28,4.8,1.4,2.6,0.6
Noah Sadiki,2,0,12,3,1130,1140,1120,14.0,0.2,4.4,12.42,10.8,0.08,1.25,1.2,0.0,2.74,12.8,4.6,1.8,2.2,0.4
Noah Sadiki,2,1,13,3,1150,1100,1200,15.4,0.2,4.4,12.62,9.8,0.09,1.31,1.0,0.0,2.94,13.48,4.2,1.2,3.4,0.2
Noah Sadiki,2,0,14,4,1265,1210,1320,13.6,0.0,4.0,12.7,8.8,0.08,1.51,1.4,0.0,2.84,12.84,3.6,1.2,2.8,0.2
Noah Sadiki,2,0,15,4,1305,1230,1380,12.0,0.0,3.6,12.82,8.0,0.1,1.62,1.4,0.0,2.84,11.8,3.2,1.2,3.8,0.2
Noah Sadiki,3,1,16,3,1160,1170,1150,11.0,0.0,4.0,9.14,7.0,0.06,1.82,1.8,0.0,2.36,11.72,2.2,0.8,2.8,0.0
Noah Sadiki,5,1,22,3,1165,1150,1180,11.0,0.2,2.8,5.28,5.8,0.05,1.48,1.4,0.0,1.7,8.92,2.4,0.6,2.8,0.0
Noah Sadiki,3,0,23,3,1075,1050,1100,13.0,0.2,2.8,5.56,6.8,0.04,1.17,1.4,0.0,1.64,8.72,2.8,1.2,2.0,0.0
Noah Sadiki,3,1,24,3,1055,1010,1100,14.8,0.2,3.2,5.76,9.0,0.05,1.14,1.6,0.0,2.1,12.2,3.8,2.0,3.0,0.2
Noni Madueke,3,1,2,3,1095,1080,1110,16.25,0.25,3.25,4.22,9.5,0.04,1.06,1.75,0.0,1.95,12.65,4.25,2.0,2.5,0.25
Noni Madueke,2,0,3,4,1265,1210,1320,16.5,0.5,2.25,10.82,8.5,0.05,0.64,1.0,0.0,2.75,11.65,4.25,2.0,4.75,0.25
Noni Madueke,3,1,4,3,1100,1100,1100,14.25,0.25,1.75,9.95,7.25,0.09,0.68,1.25,0.0,3.37,9.5,3.75,1.75,14.25,0.25
Noni Madueke,1,1,5,4,1250,1210,1290,13.5,0.5,1.0,25.57,6.5,0.26,0.55,1.0,0.0,5.77,12.05,3.75,1.75,20.25,0.25
Noni Madueke,3,1,14,3,1135,1100,1170,9.25,0.5,0.25,25.25,3.5,0.28,0.31,0.5,0.0,5.8,7.15,2.5,0.75,25.75,0.0
Noni Madueke,2,0,20,3,1220,1240,1200,8.6,0.6,0.6,20.94,3.6,0.27,0.3,0.4,0.0,5.72,7.72,2.0,1.0,28.6,0.0
Noni Madueke,1,0,22,3,1130,1110,1150,8.2,0.4,1.2,18.08,4.4,0.27,0.54,0.6,0.0,5.64,8.64,2.0,1.2,29.8,0.0
Noni Madueke,14,0,24,3,1145,1100,1190,9.0,0.4,1.6,23.94,4.8,0.29,0.51,0.4,0.0,6.16,11.48,1.8,1.4,26.2,0.0
Nordi Mukiele,4,1,3,3,1135,1100,1170,5.25,0.25,1.75,12.22,4.25,0.18,0.61,0.5,0.0,4.72,8.7,1.5,1.0,26.25,0.0
Nordi Mukiele,10,0,4,3,1205,1150,1260,10.25,0.25,4.0,11.95,7.25,0.16,0.77,0.5,0.0,4.77,15.2,1.25,2.25,20.5,0.0
Nordi Mukiele,4,1,5,3,1145,1150,1140,16.75,0.25,6.0,13.75,9.25,0.12,1.15,0.5,0.0,4.3,18.8,1.75,2.25,10.5,0.0
Nordi Mukiele,6,0,6,3,1130,1110,1150,18.5,0.25,8.5,18.25,11.5,0.16,0.98,0.5,0.0,5.3,25.25,1.75,2.75,9.5,0.0
Nordi Mukiele,3,0,7,3,1205,1150,1260,22.75,0.5,10.0,10.8,12.75,0.09,1.34,0.5,0.0,4.2,26.6,2.0,2.75,4.5,0.0
Nordi Mukiele,17,1,8,3,1070,1050,1090,20.8,0.4,9.2,8.96,12.6,0.08,1.44,0.8,0.0,3.9,25.92,2.8,3.4,4.0,0.0
Nordi Mukiele,2,0,9,3,1190,1160,1220,26.6,0.6,9.2,9.28,12.2,0.12,1.37,0.6,0.2,4.84,31.88,4.0,3.0,7.2,0.0
Nordi Mukiele,1,1,10,3,1100,1110,1090,21.8,0.4,8.2,7.26,11.0,0.11,1.19,0.8,0.2,4.44,29.48,4.6,2.8,7.6,0.0
Nordi Mukiele,4,1,11,5,1300,1340,1260,19.2,0.4,6.4,4.4,8.6,0.16,1.22,0.8,0.2,3.58,24.36,4.4,2.2,7.0,0.2
Nordi Mukiele,4,0,12,3,1130,1140,1120,16.6,0.2,5.6,6.34,8.0,0.17,1.27,1.2,0.2,4.04,25.56,4.8,2.4,8.6,0.2
Nordi Mukiele,0,1,13,3,1150,1100,1200,15.6,0.2,6.2,7.18,8.4,0.2,1.33,1.0,0.2,4.18,25.84,4.0,2.2,9.0,0.2
Nordi Mukiele,0,0,14,4,1265,1210,1320,7.2,0.0,5.4,9.16,7.8,0.14,1.51,1.4,0.0,3.06,16.88,4.2,2.4,4.6,0.4
Nordi Mukiele,1,0,15,4,1305,1230,1380,5.6,0.0,5.8,9.3,8.4,0.14,1.62,1.4,0.0,3.08,16.96,3.8,2.6,4.6,0.4
Nordi Mukiele,8,1,16,3,1160,1170,1150,4.8,0.0,6.4,8.74,9.4,0.08,1.93,1.8,0.0,2.9,17.56,5.0,3.0,2.8,0.2
Nordi Mukiele,6,0,17,3,1160,1110,1210,7.2,0.2,7.0,7.3,9.8,0.08,1.59,1.4,0.0,2.6,15.36,4.8,2.8,3.4,0.4
Nordi Mukiele,4,1,18,3,1095,1080,1110,10.2,0.4,6.2,8.64,8.4,0.07,1.39,1.2,0.0,2.58,14.12,5.2,2.2,3.0,0.4
Nordi Mukiele,11,1,19,4,1250,1210,1290,12.6,0.4,7.6,6.52,9.4,0.08,1.48,1.0,0.0,3.2,18.36,4.4,1.8,7.2,0.2
Nordi Mukiele,4,0,20,3,1175,1150,1200,19.8,0.6,7.8,8.32,9.8,0.09,1.64,0.8,0.0,3.6,20.88,5.0,2.0,6.8,0.2
Nordi Mukiele,3,0,21,3,1175,1110,1240,23.2,0.6,8.0,11.64,10.0,0.08,1.39,0.4,0.0,4.2,23.48,4.0,2.0,6.8,0.2
Nordi Mukiele,6,1,22,3,1165,1150,1180,19.6,0.4,8.4,11.38,10.4,0.07,1.99,1.0,0.0,4.26,25.68,5.2,2.0,5.4,0.0
Nordi Mukiele,4,0,23,3,1075,1050,1100,20.6,0.2,9.0,16.42,11.2,0.08,1.89,1.2,0.0,5.38,31.4,4.6,2.2,5.8,0.2
Nordi Mukiele,9,1,24,3,1055,1010,1100,18.8,0.2,7.4,19.2,9.2,0.1,1.73,1.6,0.0,5.22,30.88,4.4,1.8,2.0,0.2
Noussair Mazraoui,1,0,4,4,1305,1230,1380,14.5,0.0,7.25,21.37,8.75,0.11,1.61,2.0,0.0,5.62,32.25,4.0,1.5,2.5,0.25
Noussair Mazraoui,7,1,5,3,1180,1140,1220,12.5,0.0,5.75,14.47,7.5,0.08,1.68,2.25,0.0,4.57,27.8,4.5,1.75,3.5,0.25
Noussair Mazraoui,1,0,11,3,1175,1150,1200,17.75,0.25,3.75,16.7,6.25,0.11,0.9,1.5,0.0,4.5,25.9,3.75,2.5,2.5,0.25
Noussair Mazraoui,1,1,12,3,1100,1110,1090,12.0,0.25,2.5,7.85,4.75,0.08,0.87,1.25,0.0,2.7,16.7,3.75,2.25,2.5,0.0
Noussair Mazraoui,3,1,14,3,1075,1050,1100,11.75,0.25,2.0,4.5,4.25,0.04,0.58,0.75,0.0,1.75,10.5,4.25,2.25,2.5,0.0
Noussair Mazraoui,2,0,15,3,1085,1050,1120,14.0,0.2,2.8,4.58,5.0,0.04,0.62,0.8,0.0,2.12,14.28,4.0,2.2,2.4,0.0
Ola Aina,4,1,1,3,1135,1100,1170,15.75,0.25,3.0,5.1,5.0,0.04,0.41,0.5,0.0,2.27,15.7,3.75,2.0,2.0,0.0
Ola Aina,1,0,2,3,1205,1150,1260,12.5,0.0,5.0,6.32,6.75,0.03,0.75,0.75,0.0,2.67,18.0,4.25,1.75,2.5,0.0
Ola Aina,1,1,3,3,1075,1050,1100,12.5,0.0,5.5,6.22,7.0,0.03,0.9,1.0,0.0,2.6,18.55,6.5,1.5,1.5,0.25
Ola Aina,1,0,20,3,1185,1170,1200,10.75,0.0,5.5,9.55,7.5,0.1,1.45,1.5,0.0,3.35,20.8,5.75,2.0,3.25,0.25
Ola Aina,2,0,21,3,1075,1050,1100,6.0,0.0,5.75,10.85,7.75,0.1,1.56,1.75,0.0,3.67,18.05,5.0,2.0,7.75,0.25
Ola Aina,5,1,22,5,1300,1340,1260,7.8,0.0,5.6,12.18,7.6,0.09,1.43,1.6,0.0,3.72,17.32,5.0,2.0,7.6,0.2
Ola Aina,11,0,23,3,1175,1110,1240,7.8,0.2,4.6,9.54,6.0,0.09,1.55,1.4,0.0,3.04,13.32,4.2,1.4,7.4,0.4
Ola Aina,2,1,24,3,1165,1150,1180,13.2,0.4,5.4,10.26,6.6,0.09,1.7,1.2,0.0,3.36,15.28,3.8,1.2,7.8,0.2
Oleksandr Zinchenko,2,0,5,3,1095,1090,1100,16.5,0.5,6.25,9.0,7.25,0.04,1.52,0.75,0.0,3.22,15.55,4.25,1.0,7.5,0.25
Oleksandr Zinchenko,2,1,6,3,1100,1100,1100,20.25,0.5,6.0,10.97,7.25,0.06,1.43,0.5,0.0,3.57,18.35,5.75,1.25,6.25,0.25
Oleksandr Zinchenko,1,1,8,3,1180,1140,1220,19.75,0.5,5.0,11.42,6.5,0.06,1.49,0.5,0.0,3.45,18.45,5.25,1.5,4.5,0.25
Oleksandr Zinchenko,1,1,19,3,1100,1110,1090,19.5,0.25,5.0,14.47,7.5,0.09,1.32,1.0,0.0,4.0,21.2,5.0,2.5,4.25,0.0
Oliver Sonne,1,0,1,3,1175,1150,1200,15.33,0.0,3.67,17.47,7.0,0.11,1.15,1.33,0.0,4.33,20.87,4.0,3.33,5.0,0.0
Olivier Boscagli,0,1,12,3,1135,1100,1170,15.33,0.0,3.67,17.47,7.0,0.11,1.15,1.33,0.0,4.33,20.87,4.0,3.33,5.0,0.0
Olivier Boscagli,8,1,17,3,1100,1100,1100,10.33,0.0,3.67,11.8,6.67,0.09,1.15,1.33,0.0,2.7,15.27,3.0,3.0,0.0,0.33
Olivier Boscagli,5,0,23,3,1130,1140,1120,16.67,0.33,5.67,6.13,8.0,0.07,1.21,1.0,0.0,2.43,18.13,4.33,2.33,0.0,0.33
Ollie Scarles,0,0,9,3,1145,1100,1190,13.33,0.33,5.67,1.43,7.0,0.03,1.23,0.67,0.0,1.63,14.73,3.33,1.33,0.0,0.33
Ollie Scarles,1,0,17,4,1305,1230,1380,8.5,0.25,4.25,1.12,5.25,0.02,1.09,1.0,0.0,1.22,11.05,2.75,1.0,0.0,0.25
Ollie Scarles,2,1,18,3,1090,1080,1100,9.75,0.25,3.25,1.07,5.0,0.01,1.15,1.25,0.0,1.22,11.15,3.25,1.75,0.0,0.0
Ollie Scarles,3,1,19,3,1150,1090,1210,2.0,0.0,2.25,1.05,4.5,0.02,1.21,1.5,0.0,0.82,6.25,2.75,2.25,1.0,0.0
Ollie Scarles,1,0,20,3,1085,1050,1120,5.8,0.0,3.8,6.0,6.2,0.07,1.56,1.6,0.0,1.84,9.56,4.0,2.4,2.8,0.0
Ollie Scarles,4,1,21,3,1100,1100,1100,5.8,0.0,3.2,8.5,6.4,0.09,1.64,2.0,0.0,2.36,11.44,4.8,3.2,3.6,0.0
Ollie Scarles,2,0,22,3,1175,1150,1200,9.0,0.0,5.2,8.68,9.2,0.09,1.6,1.8,0.0,2.94,16.96,5.0,4.0,3.6,0.0
Ollie Scarles,5,1,23,3,1100,1100,1100,9.4,0.0,6.0,11.48,9.4,0.09,1.67,1.6,0.0,3.36,18.44,4.8,3.4,3.6,0.0
Omar Alderete,1,0,2,3,1095,1090,1100,11.5,0.0,6.75,13.8,10.25,0.1,1.68,1.75,0.0,3.95,22.1,4.75,3.5,3.5,0.0
Omar Alderete,4,1,3,3,1135,1100,1170,8.5,0.0,6.0,8.77,9.25,0.06,1.2,1.75,0.0,3.5,22.65,4.0,3.25,3.5,0.0
Omar Alderete,9,0,4,3,1205,1150,1260,10.25,0.0,8.0,5.7,10.5,0.04,1.03,1.25,0.0,3.32,23.3,4.0,2.5,4.25,0.0
Omar Alderete,4,1,5,3,1145,1150,1140,15.5,0.25,7.5,5.55,9.5,0.05,1.35,1.0,0.0,3.42,23.95,4.75,2.0,4.75,0.0
Omar Alderete,17,0,6,3,1130,1110,1150,15.0,0.25,8.5,1.9,10.75,0.08,1.17,1.0,0.0,3.85,25.95,5.0,2.25,10.5,0.0
Omar Alderete,0,0,7,3,1205,1150,1260,21.0,0.4,9.0,2.18,10.8,0.16,1.27,0.8,0.2,5.08,33.16,4.0,1.8,15.4,0.0
Omar Alderete,6,1,8,3,1070,1050,1090,19.6,0.4,8.4,1.5,10.0,0.14,1.44,0.8,0.2,4.6,31.16,3.2,1.6,13.4,0.2
Omar Alderete,0,1,13,3,1150,1100,1200,21.4,0.6,8.0,3.46,9.4,0.13,1.37,0.6,0.2,4.62,30.68,2.6,1.4,12.0,0.2
Omar Alderete,4,0,14,4,1265,1210,1320,14.8,0.4,8.0,3.42,9.2,0.13,1.35,1.0,0.2,4.3,27.08,2.0,1.2,12.4,0.4
Omar Alderete,1,0,15,4,1305,1230,1380,16.2,0.4,8.4,4.76,9.2,0.15,1.5,1.0,0.2,4.76,28.56,1.6,0.8,14.2,0.4
Omar Alderete,7,1,16,3,1160,1170,1150,6.6,0.2,7.8,4.12,8.6,0.06,1.65,1.6,0.0,3.2,19.44,2.0,0.8,8.2,0.4
Omar Alderete,6,0,17,3,1160,1110,1210,11.4,0.4,8.6,5.92,9.2,0.06,1.33,1.2,0.0,3.64,20.76,2.2,0.6,9.4,0.2
Omar Alderete,4,1,18,3,1095,1080,1110,12.6,0.4,8.8,4.02,9.2,0.12,1.39,1.2,0.0,4.44,21.84,2.4,0.4,18.2,0.2
Omar Alderete,8,1,19,4,1250,1210,1290,15.0,0.4,9.8,4.02,10.4,0.12,1.48,1.0,0.0,5.0,26.44,3.0,0.6,19.2,0.0
Omar Alderete,1,0,20,3,1175,1150,1200,17.4,0.6,10.6,2.76,11.2,0.08,1.64,0.8,0.0,4.26,26.28,3.2,0.6,13.2,0.0
Omar Alderete,1,0,21,3,1175,1110,1240,18.6,0.6,10.2,2.94,10.8,0.08,1.39,0.4,0.0,4.32,26.32,3.6,0.6,13.6,0.2
Omar Alderete,1,1,22,3,1165,1150,1180,12.2,0.4,9.6,0.88,10.4,0.13,1.91,1.0,0.0,3.88,23.92,3.4,0.8,13.6,0.2
Omar Alderete,1,0,23,3,1075,1050,1100,8.4,0.2,9.4,0.8,10.4,0.09,1.8,1.2,0.0,2.82,22.12,3.2,1.0,5.0,0.4
Omar Alderete,6,1,24,3,1055,1010,1100,8.2,0.2,8.6,4.92,9.2,0.08,1.67,1.6,0.0,2.84,19.64,3.2,0.6,3.6,0.4
Omar Marmoush,1,1,2,3,1165,1130,1200,3.25,0.0,6.75,6.0,7.25,0.1,1.53,2.0,0.0,2.6,15.75,3.0,0.5,4.0,0.5
Omar Marmoush,7,0,3,3,1160,1110,1210,4.25,0.0,5.75,6.45,6.75,0.25,1.39,2.25,0.0,3.27,14.85,2.25,0.75,11.25,0.25
Omar Marmoush,10,1,23,3,1070,1050,1090,12.5,0.0,4.75,14.32,7.25,0.31,0.96,1.75,0.0,4.7,18.75,3.0,1.0,13.75,0.25
Omari Hutchinson,6,0,14,3,1085,1050,1120,14.33,0.0,4.0,18.73,7.0,0.39,1.07,2.0,0.0,5.73,20.33,3.67,1.0,18.0,0.0
Omari Hutchinson,2,0,15,3,1130,1130,1130,18.33,0.33,1.0,28.03,5.67,0.64,0.87,1.0,0.0,7.37,21.6,3.33,1.33,24.0,0.0
Omari Hutchinson,5,1,16,3,1165,1130,1200,14.0,0.25,0.75,21.32,5.25,0.49,0.93,1.5,0.0,5.52,16.2,3.25,1.25,18.0,0.0
Omari Hutchinson,2,0,17,3,1130,1140,1120,16.0,0.5,1.0,21.68,8.25,0.36,0.86,1.0,0.0,5.35,17.05,5.0,2.25,15.0,0.0
Omari Hutchinson,9,1,18,4,1250,1210,1290,11.25,0.5,1.25,20.78,7.5,0.28,0.97,1.0,0.0,4.85,12.35,4.5,1.75,15.75,0.0
Omari Hutchinson,2,1,19,3,1100,1110,1090,15.4,0.4,1.0,18.08,7.4,0.3,1.06,1.2,0.2,5.14,17.52,4.8,1.6,16.0,0.0
Omari Hutchinson,2,0,20,3,1185,1170,1200,15.0,0.2,1.2,17.62,7.8,0.22,1.13,1.6,0.2,4.88,15.32,5.2,1.4,16.0,0.0
Omari Hutchinson,1,0,21,3,1075,1050,1100,17.2,0.2,1.2,19.64,7.8,0.28,1.23,1.6,0.2,5.66,17.04,5.2,1.4,19.8,0.0
Oscar Bobb,6,0,1,3,1085,1050,1120,17.75,0.0,0.75,23.5,5.75,0.31,1.45,2.0,0.25,5.95,17.2,4.5,0.5,18.75,0.0
Oscar Bobb,2,1,2,3,1165,1130,1200,22.0,0.25,0.25,22.62,5.5,0.28,1.22,1.75,0.25,6.05,21.75,4.75,0.5,16.0,0.0
Oscar Bobb,2,0,3,3,1160,1110,1210,17.0,0.25,0.25,28.32,5.0,0.25,1.04,1.75,0.0,5.87,15.15,3.75,1.0,15.25,0.0
Oscar Bobb,3,0,7,3,1175,1110,1240,13.5,0.25,0.25,19.32,4.75,0.27,1.3,1.75,0.0,4.57,12.05,3.25,1.25,14.25,0.0
Oscar Bobb,2,0,9,3,1185,1170,1200,15.5,0.5,0.25,26.62,4.75,0.25,1.08,1.0,0.0,5.37,12.85,3.25,1.25,14.25,0.0
Pape Matar Sarr,6,1,1,3,1055,1010,1100,15.5,0.5,0.25,26.62,4.75,0.25,1.08,1.0,0.0,5.37,12.85,3.25,1.25,14.25,0.0
Pape Matar Sarr,3,0,2,4,1305,1230,1380,16.5,0.5,1.25,24.95,6.25,0.29,1.18,1.0,0.0,5.27,15.0,3.25,1.75,12.75,0.0
Pape Matar Sarr,2,1,3,3,1150,1100,1200,15.25,0.75,1.5,17.8,7.25,0.24,1.38,0.5,0.0,4.55,13.6,4.25,1.5,14.0,0.0
Pape Matar Sarr,8,0,4,3,1075,1050,1100,15.25,0.75,2.25,15.42,7.25,0.12,1.2,0.25,0.0,3.97,13.85,3.75,1.25,10.5,0.0
Pape Matar Sarr,4,1,10,3,1180,1140,1220,18.5,0.75,2.75,6.38,8.0,0.14,1.17,0.25,0.25,4.37,20.3,4.25,1.0,17.0,0.0
Pape Matar Sarr,2,1,11,3,1135,1100,1170,17.8,0.6,3.6,9.76,9.4,0.12,1.67,0.4,0.2,4.5,20.84,4.4,1.4,14.4,0.0
Pape Matar Sarr,2,0,14,3,1220,1180,1260,14.0,0.4,3.4,7.08,9.0,0.09,1.61,0.8,0.2,3.82,16.48,4.4,1.2,14.6,0.0
Pascal Groß,1,0,21,4,1305,1230,1380,15.75,0.25,4.0,8.48,9.0,0.1,1.63,1.0,0.25,4.1,19.05,4.0,1.0,13.5,0.0
Pascal Groß,3,1,22,3,1150,1100,1200,17.25,0.25,4.25,8.72,9.75,0.13,1.87,1.0,0.25,4.7,20.45,4.25,1.25,17.75,0.25
Pascal Groß,2,0,23,3,1130,1140,1120,13.75,0.0,4.25,18.5,10.25,0.16,2.05,1.25,0.0,4.32,16.55,4.25,1.75,8.25,0.25
Pascal Groß,12,1,24,3,1100,1110,1090,15.25,0.0,3.0,36.53,7.75,0.25,1.38,1.25,0.0,6.05,15.35,3.75,1.0,8.5,0.25
Pascal Struijk,8,1,1,3,1100,1110,1090,17.0,0.0,3.0,46.93,7.67,0.31,1.63,1.0,0.0,7.4,16.67,3.67,1.0,10.33,0.33
Pascal Struijk,0,0,2,5,1375,1400,1350,20.0,0.25,4.25,38.05,7.75,0.27,1.36,0.75,0.0,6.65,18.3,4.0,0.75,10.0,0.25
Pascal Struijk,6,1,3,3,1160,1170,1150,17.0,0.25,4.0,37.62,7.0,0.27,1.45,1.75,0.0,6.72,20.0,4.0,1.0,9.5,0.0
Pascal Struijk,2,0,4,3,1130,1140,1120,19.0,0.5,4.5,27.08,5.75,0.17,1.23,1.5,0.0,5.2,17.0,3.5,0.5,7.75,0.0
Pascal Struijk,4,0,5,3,1085,1050,1120,15.75,0.5,5.75,3.38,6.5,0.07,1.19,1.5,0.0,2.65,16.45,3.0,0.75,6.5,0.0
Pascal Struijk,3,1,6,3,1150,1100,1200,15.4,0.4,7.2,2.86,8.0,0.05,1.3,1.4,0.0,2.8,19.72,2.8,0.8,5.2,0.0
Pascal Struijk,1,1,7,3,1165,1130,1200,11.4,0.2,8.0,2.7,8.8,0.05,1.36,1.8,0.0,2.72,19.76,2.6,0.8,4.6,0.0
Pascal Struijk,0,0,8,3,1095,1090,1100,12.0,0.2,8.2,2.92,8.6,0.09,0.89,1.2,0.0,2.5,17.8,2.0,0.4,4.2,0.0
Pascal Struijk,0,1,12,3,1145,1150,1140,7.6,0.0,8.2,3.52,9.0,0.13,0.89,1.6,0.0,3.0,19.8,1.6,0.8,6.6,0.2
Pascal Struijk,3,0,13,4,1305,1230,1380,6.8,0.0,8.0,3.64,8.6,0.15,1.03,1.8,0.0,3.42,20.2,3.0,0.6,10.4,0.4
Pascal Struijk,2,1,14,3,1180,1140,1220,4.2,0.0,7.2,3.52,7.8,0.17,1.3,2.2,0.0,3.34,17.88,2.8,0.6,12.2,0.4
Pascal Struijk,0,1,15,4,1230,1170,1290,4.0,0.0,6.0,1.64,7.0,0.17,1.32,2.0,0.0,2.94,16.16,3.0,1.0,11.8,0.4
Pascal Struijk,4,0,16,3,1175,1110,1240,3.6,0.0,5.8,3.72,7.0,0.12,1.6,2.2,0.0,3.12,17.68,4.2,1.2,10.0,0.6
Pascal Struijk,4,1,17,3,1165,1150,1180,7.0,0.0,8.2,7.2,9.8,0.09,1.65,2.0,0.0,3.82,22.8,5.6,1.6,8.4,0.4
